run_id,dataset,method,seed,epoch,train_loss,val_loss,val_macro_f1,prototype_purity,mean_uncertainty,activation_consistency
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,45,0.09594,0.14378,88.5547,0.8282,0.412,0.8641
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,46,0.11895,0.06606,98.3558,0.8784,0.1293,0.8488
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,47,0.08161,0.13541,86.8508,0.8905,0.5451,0.8325
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,48,0.11729,0.13332,90.1423,0.9094,0.3515,0.8162
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,49,0.07841,0.06384,96.2488,0.8218,0.1448,0.8766
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,50,0.04671,0.15325,76.3642,0.8964,0.98,0.8657
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,51,0.07678,0.15973,82.1777,0.8497,0.6896,0.8739
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,52,0.07186,0.09673,97.2638,0.8207,0.1555,0.8254
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,53,0.04213,0.1613,79.6703,0.8809,0.8282,0.8779
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,54,0.05591,0.14709,84.883,0.8503,0.6522,0.8507
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,55,0.09494,0.05158,97.8742,0.8753,0.1354,0.849
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,56,0.04459,0.08788,82.4207,0.8308,0.6904,0.868
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,57,0.05449,0.06796,86.4308,0.8633,0.6051,0.8445
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,58,0.08022,0.01866,97.6925,0.8625,0.1541,0.8667
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,59,0.03656,0.12383,81.9196,0.8837,0.8126,0.8622
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,60,0.05211,0.08314,87.5531,0.8509,0.6033,0.8552
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,1,1.68135,1.81676,86.0838,0.7517,0.5732,0.8317
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,2,1.59859,1.78796,72.3212,0.7771,0.98,0.8482
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,3,1.50083,1.66021,77.0877,0.7217,0.98,0.8414
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,4,1.408,1.51755,89.3108,0.8053,0.4573,0.8519
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,5,1.31603,1.4848,77.6175,0.8235,0.923,0.8172
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,6,1.24834,1.36767,81.4541,0.8129,0.8335,0.8687
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,7,1.14363,1.25322,88.8235,0.7499,0.4224,0.8525
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,8,1.09909,1.24027,69.0564,0.7748,0.98,0.8468
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,9,1.02152,1.18032,76.0845,0.7833,0.98,0.8504
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,10,0.94507,1.04213,91.2788,0.7614,0.3759,0.8278
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,11,0.87693,1.05339,74.394,0.8011,0.98,0.865
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,12,0.84051,0.94728,79.8749,0.7818,0.8849,0.8311
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,13,0.79831,0.88146,93.3489,0.7818,0.3201,0.8777
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,14,0.76034,0.84492,77.4987,0.8108,0.9114,0.8306
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,15,0.68997,0.7938,82.609,0.8054,0.6998,0.8351
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,16,0.65127,0.70931,94.0459,0.7997,0.2987,0.8796
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,17,0.61139,0.73131,78.1229,0.751,0.9284,0.8285
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,18,0.5977,0.65637,83.4915,0.762,0.6563,0.8601
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,19,0.54718,0.58768,95.5612,0.7647,0.117,0.8629
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,20,0.50385,0.57601,81.8655,0.7986,0.7841,0.8174
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,21,0.49916,0.54359,86.1223,0.7478,0.6511,0.8426
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,22,0.45118,0.46341,96.853,0.8318,0.0656,0.8306
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,23,0.39564,0.48158,84.8678,0.8383,0.6154,0.8866
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,24,0.41431,0.42666,88.0009,0.8705,0.6203,0.8766
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,25,0.36665,0.4209,94.7391,0.8299,0.2529,0.8778
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,26,0.36218,0.44762,73.9952,0.8291,0.98,0.8685
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,27,0.32265,0.39634,81.8522,0.7801,0.7423,0.8562
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,28,0.30574,0.33524,96.0395,0.8011,0.1694,0.848
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,29,0.28491,0.38895,79.3434,0.7887,0.8098,0.8798
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,30,0.25814,0.29495,83.9057,0.8221,0.6305,0.8341
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,31,0.27897,0.30126,96.8789,0.8027,0.0662,0.8298
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,32,0.23364,0.33623,80.4243,0.8054,0.8131,0.8257
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,33,0.20644,0.30317,86.0569,0.8559,0.5301,0.8353
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,34,0.21572,0.24253,97.0746,0.8519,0.1656,0.8689
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,35,0.18701,0.25832,80.2483,0.7591,0.8305,0.8769
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,36,0.17793,0.24886,86.4683,0.8139,0.5625,0.8809
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,37,0.20413,0.15828,97.8078,0.8333,0.1123,0.8432
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,38,0.14262,0.23903,83.0295,0.8263,0.592,0.8745
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,39,0.14425,0.21418,87.3397,0.8329,0.4868,0.838
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,40,0.15157,0.14604,98.5482,0.9129,0.0614,0.9044
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,41,0.17025,0.23657,87.0727,0.8892,0.5962,0.8711
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,42,0.11657,0.15443,88.5304,0.8759,0.4495,0.8598
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,43,0.11849,0.10168,96.1538,0.7829,0.2083,0.8508
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,44,0.13694,0.21086,75.991,0.82,0.98,0.8504
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,45,0.1128,0.17297,82.3169,0.8323,0.8025,0.856
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,46,0.13927,0.12221,97.0674,0.8184,0.0574,0.8437
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,47,0.09666,0.17078,79.6354,0.8612,0.8232,0.8677
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,48,0.06777,0.12567,84.7451,0.8267,0.6703,0.8744
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,49,0.0918,0.04309,97.6737,0.828,0.1413,0.8682
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,50,0.08201,0.14126,81.5688,0.8884,0.7811,0.865
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,51,0.07008,0.09805,86.4591,0.8222,0.5998,0.853
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,52,0.07706,0.06106,97.8565,0.8785,0.0887,0.8512
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,53,0.06714,0.14053,81.5627,0.8365,0.7941,0.8263
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,54,0.07684,0.09276,87.2185,0.8466,0.454,0.8337
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,55,0.03694,0.05477,98.6525,0.8601,0.02,0.8475
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,56,0.05291,0.11647,83.7984,0.8608,0.7149,0.8915
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,57,0.02728,0.10834,87.535,0.8437,0.4116,0.8396
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,58,0.04497,0.03368,98.7482,0.9238,0.02,0.8204
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,59,0.02466,0.09711,87.2357,0.9263,0.4925,0.7978
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,60,0.04639,0.08603,88.4106,0.9506,0.4665,0.8225
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,1,1.65879,1.85016,84.4658,0.7731,0.659,0.8684
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,2,1.5819,1.78149,65.4948,0.7425,0.98,0.8676
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,3,1.50961,1.66692,71.8396,0.751,0.98,0.8366
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,4,1.40347,1.52539,87.8044,0.7731,0.4261,0.8797
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,5,1.34532,1.48832,70.2057,0.7517,0.98,0.8555
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,6,1.24915,1.37182,76.9014,0.7638,0.9391,0.8488
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,7,1.19257,1.25143,90.5947,0.7643,0.3449,0.8444
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,8,1.08763,1.24154,74.2499,0.7387,0.98,0.8496
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,9,1.04821,1.13702,80.4786,0.7723,0.864,0.8554
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,10,0.95045,1.02313,91.527,0.7466,0.3263,0.8754
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,11,0.93435,1.04509,75.8209,0.7637,0.98,0.8449
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,12,0.85734,0.94447,82.0915,0.7622,0.7289,0.8483
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,13,0.81004,0.84107,93.6882,0.777,0.2728,0.8328
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,14,0.75091,0.85345,80.0539,0.7906,0.7646,0.8729
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,15,0.69173,0.7659,83.9357,0.7731,0.6694,0.8178
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,16,0.66013,0.67474,95.2713,0.8515,0.1155,0.8505
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,17,0.62933,0.69407,84.4693,0.8697,0.672,0.8455
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,18,0.56652,0.62984,86.3264,0.8357,0.5477,0.8301
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,19,0.53251,0.54314,93.3083,0.7688,0.2743,0.8361
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,20,0.5203,0.62875,74.3617,0.7554,0.98,0.8139
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,21,0.48048,0.56548,80.4688,0.7988,0.7775,0.8706
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,22,0.45213,0.50348,94.9085,0.8081,0.1469,0.8067
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,23,0.42597,0.52807,77.6317,0.7747,0.9079,0.8727
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,24,0.39241,0.47209,83.2308,0.814,0.7091,0.8631
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,25,0.36665,0.4218,95.9287,0.787,0.1667,0.849
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,26,0.35612,0.44911,79.63,0.8086,0.8299,0.823
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,27,0.30326,0.4272,85.2935,0.8091,0.5934,0.8627
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,28,0.3113,0.33517,96.7578,0.8205,0.2196,0.8577
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,29,0.32242,0.39593,80.1667,0.8055,0.8472,0.8366
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,30,0.26696,0.31854,86.4658,0.8059,0.5136,0.8239
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,31,0.27227,0.25385,97.2999,0.8301,0.0941,0.8367
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,32,0.2495,0.28506,83.3147,0.8065,0.6628,0.8277
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,33,0.23372,0.30201,86.9614,0.8041,0.5513,0.8347
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,34,0.21856,0.20553,97.9737,0.8803,0.02,0.8544
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,35,0.21556,0.25157,85.8048,0.8572,0.6054,0.8318
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,36,0.20738,0.22755,89.082,0.9155,0.3798,0.8677
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,37,0.20517,0.20178,95.8764,0.8043,0.219,0.7995
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,38,0.18892,0.2426,76.0349,0.8058,0.98,0.8588
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,39,0.15584,0.23541,81.8544,0.8338,0.7508,0.8451
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,40,0.15881,0.1437,96.6775,0.8397,0.121,0.8462
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,41,0.12453,0.24137,79.2768,0.8193,0.8777,0.8457
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,42,0.12001,0.17176,85.4226,0.823,0.6356,0.8361
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,43,0.13461,0.12759,97.9909,0.8249,0.0941,0.8422
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,44,0.11702,0.18549,82.1374,0.8306,0.8073,0.8621
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,45,0.09481,0.15659,86.3074,0.82,0.6143,0.8188
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,46,0.11046,0.13367,97.7785,0.8279,0.0811,0.8502
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,47,0.10306,0.1765,80.7019,0.8584,0.8208,0.8487
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,48,0.10962,0.14436,87.8518,0.8267,0.6042,0.8536
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,49,0.07653,0.08049,98.113,0.8652,0.0305,0.851
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,50,0.07524,0.12091,83.721,0.8555,0.7056,0.8269
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,51,0.07698,0.12401,87.4451,0.824,0.4112,0.8457
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,52,0.04838,0.07725,98.6756,0.9179,0.0594,0.8583
run_20260614_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260614,53,0.05058,0.08291,86.8255,0.9218,0.516,0.8631
run_20260614_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260614,54,0.05617,0.09803,89.4352,0.9197,0.3617,0.8717
run_20260601_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260601,55,0.05984,0.0775,96.4573,0.8983,0.1898,0.8495
run_20260601_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260601,56,0.04883,0.15556,76.5838,0.8844,0.98,0.8501
run_20260601_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260601,57,0.0398,0.12123,82.963,0.8318,0.6946,0.8372
run_20260601_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260601,58,0.06469,0.04364,97.0403,0.8676,0.0722,0.843
run_20260601_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260601,59,0.04077,0.13519,80.3615,0.8904,0.8238,0.8914
run_20260601_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260601,60,0.04985,0.0979,85.5643,0.9009,0.6289,0.8406
run_20260601_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260601,1,1.70137,1.79228,85.9151,0.7438,0.5612,0.8326
run_20260601_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260601,2,1.57473,1.7575,70.1446,0.7708,0.98,0.8715
run_20260601_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260601,3,1.49032,1.69108,75.4437,0.778,0.98,0.8721
run_20260601_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260601,4,1.38243,1.51945,88.2407,0.7673,0.4741,0.843
run_20260601_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260601,5,1.32341,1.46987,72.2457,0.7618,0.98,0.8642
run_20260601_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260601,6,1.23958,1.32278,79.6796,0.7634,0.9446,0.9157
run_20260601_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260601,7,1.13267,1.24131,90.5191,0.8013,0.3749,0.8799
run_20260601_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260601,8,1.06745,1.2287,77.188,0.7567,0.98,0.8605
run_20260601_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260601,9,1.0099,1.15333,81.3451,0.7466,0.7123,0.8654
run_20260601_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260601,10,0.96725,1.03585,92.924,0.8607,0.3534,0.8252
run_20260601_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260601,11,0.9087,1.01119,81.8767,0.852,0.7967,0.8485
run_20260601_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260601,12,0.84723,0.94041,84.6539,0.8446,0.5948,0.8481
run_20260607_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260607,13,0.77893,0.89467,91.8784,0.7774,0.2755,0.8501
run_20260607_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260607,14,0.73186,0.89068,72.1002,0.76,0.98,0.8721
run_20260607_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260607,15,0.68589,0.80016,78.5905,0.7588,0.8209,0.8912
run_20260607_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260607,16,0.66254,0.7293,93.6705,0.7802,0.2999,0.8611
run_20260607_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260607,17,0.61639,0.76512,75.6073,0.8071,0.98,0.8576
run_20260607_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260607,18,0.58135,0.65606,82.1999,0.8011,0.7546,0.8453
run_20260607_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260607,19,0.55083,0.57412,95.1515,0.7896,0.1535,0.8976
run_20260607_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260607,20,0.50834,0.61033,79.3224,0.796,0.845,0.8449
run_20260607_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260607,21,0.50267,0.55165,84.3227,0.8174,0.5607,0.8408
run_20260607_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260607,22,0.46102,0.4383,95.7302,0.8125,0.2194,0.8209
run_20260607_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260607,23,0.41555,0.51755,79.0253,0.772,0.8219,0.8447
run_20260607_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260607,24,0.42221,0.48078,85.3944,0.8112,0.5832,0.8311
run_20260607_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260607,25,0.36837,0.414,96.9778,0.8105,0.1711,0.8685
run_20260607_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260607,26,0.35242,0.41256,82.2948,0.79,0.8528,0.8302
run_20260607_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260607,27,0.33263,0.36203,85.9865,0.8263,0.5558,0.8783
run_20260607_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260607,28,0.31098,0.34047,97.6193,0.8881,0.1402,0.8391
run_20260607_PlantDoc_UAMP-Net,PlantDoc,UAMP-Net,20260607,29,0.29533,0.3484,85.5974,0.8499,0.5034,0.8419
run_20260607_CUB-200-2011_UAMP-Net,CUB-200-2011,UAMP-Net,20260607,30,0.24095,0.30203,88.2721,0.8748,0.4992,0.8469
run_20260614_PlantVillage_ResNet-50,PlantVillage,ResNet-50,20260614,31,0.25724,0.29464,95.1794,0.8191,0.198,0.8324
run_20260614_PlantDoc_ResNet-50,PlantDoc,ResNet-50,20260614,32,0.23676,0.30312,75.6834,0.7995,0.98,0.8588
run_20260614_CUB-200-2011_ResNet-50,CUB-200-2011,ResNet-50,20260614,33,0.22442,0.32315,81.5443,0.7801,0.7326,0.8747
run_20260614_PlantVillage_EfficientNet-B3,PlantVillage,EfficientNet-B3,20260614,34,0.22473,0.22213,96.5488,0.8008,0.1684,0.8599
run_20260614_PlantDoc_EfficientNet-B3,PlantDoc,EfficientNet-B3,20260614,35,0.20232,0.28762,78.7908,0.7924,0.9305,0.829
run_20260614_CUB-200-2011_EfficientNet-B3,CUB-200-2011,EfficientNet-B3,20260614,36,0.17421,0.25404,84.3126,0.8351,0.6694,0.8617
run_20260614_PlantVillage_ConvNeXt-Tiny,PlantVillage,ConvNeXt-Tiny,20260614,37,0.19391,0.17444,97.7064,0.8148,0.1191,0.8398
run_20260614_PlantDoc_ConvNeXt-Tiny,PlantDoc,ConvNeXt-Tiny,20260614,38,0.1834,0.28012,81.3982,0.8214,0.7563,0.857
run_20260614_CUB-200-2011_ConvNeXt-Tiny,CUB-200-2011,ConvNeXt-Tiny,20260614,39,0.15209,0.24248,86.0141,0.8243,0.4696,0.8503
run_20260614_PlantVillage_Swin-Tiny,PlantVillage,Swin-Tiny,20260614,40,0.13317,0.1428,97.4793,0.8175,0.1989,0.8707
run_20260614_PlantDoc_Swin-Tiny,PlantDoc,Swin-Tiny,20260614,41,0.14996,0.20825,82.2474,0.852,0.733,0.8546
run_20260614_CUB-200-2011_Swin-Tiny,CUB-200-2011,Swin-Tiny,20260614,42,0.11162,0.16979,87.1968,0.8238,0.4709,0.8526
run_20260614_PlantVillage_ConvNeXtplusARM,PlantVillage,ConvNeXt+ARM,20260614,43,0.12807,0.13614,98.1325,0.8307,0.1232,0.8663
run_20260614_PlantDoc_ConvNeXtplusARM,PlantDoc,ConvNeXt+ARM,20260614,44,0.14264,0.1633,83.2856,0.7935,0.5848,0.8542
run_20260614_CUB-200-2011_ConvNeXtplusARM,CUB-200-2011,ConvNeXt+ARM,20260614,45,0.10974,0.15752,87.8914,0.8337,0.5407,0.8164
run_20260614_PlantVillage_UAMP-Net,PlantVillage,UAMP-Net,20260614,46,0.14647,0.07925,98.5907,0.9305,0.0898,0.8575
